gene	diseaseName	score_hpo
MTRR	Muscular hypotonia	1
MTRR	Failure to thrive	1
MTRR	Decreased nerve conduction velocity	1
MTRR	Cognitive impairment	1
MTRR	Cerebral cortical atrophy	1
MTRR	Hyperhomocystinemia	1
MTRR	Decreased methylcobalamin	1
MTRR	Autosomal recessive inheritance	1
MTRR	Hypomethioninemia	1
MTRR	Megaloblastic anemia	1
MTRR	Cerebral atrophy	1
MTRR	Global developmental delay	1
MTRR	Anemia	1
MTRR	Decreased methionine synthase activity	1
MTRR	Respiratory insufficiency	1
MTRR	Intellectual disability, progressive	1
MTRR	Blindness	1
C1QA	Decreased serum complement factor I	1
C1QA	Recurrent infections	1
C1QA	Membranoproliferative glomerulonephritis	1
C1QA	Systemic lupus erythematosus	1
C1QA	Autosomal recessive inheritance	1
C1QB	Decreased serum complement factor I	1
C1QB	Recurrent infections	1
C1QB	Membranoproliferative glomerulonephritis	1
C1QB	Systemic lupus erythematosus	1
C1QB	Autosomal recessive inheritance	1
C1QC	Decreased serum complement factor I	1
C1QC	Recurrent infections	1
C1QC	Membranoproliferative glomerulonephritis	1
C1QC	Systemic lupus erythematosus	1
C1QC	Autosomal recessive inheritance	1
RBPJ	Short distal phalanx of finger	1
RBPJ	Global developmental delay	1
RBPJ	Absent toe	1
RBPJ	Microcephaly	1
RBPJ	Blepharophimosis	1
RBPJ	Short palpebral fissure	1
RBPJ	Autosomal dominant inheritance	1
RBPJ	2-3 toe syndactyly	1
RBPJ	Short metatarsal	1
ISG15	Autosomal recessive inheritance	1
ISG15	Immunodeficiency	1
ISG15	Recurrent mycobacterial infections	1
RAB18	Seizures	1
RAB18	Microcornea	1
RAB18	Ankle clonus	1
RAB18	Microcephaly	1
RAB18	Optic atrophy	1
RAB18	Spastic tetraplegia	1
RAB18	Intellectual disability, profound	1
RAB18	Clinodactyly of the 5th finger	1
RAB18	Postnatal growth retardation	1
RAB18	Micropenis	1
RAB18	Nystagmus	1
RAB18	Postnatal microcephaly	1
RAB18	Autosomal recessive inheritance	1
RAB18	Cerebral cortical atrophy	1
RAB18	Scrotal hypoplasia	1
RAB18	Micrognathia	1
RAB18	Hypoplasia of the corpus callosum	1
RAB18	Blepharophimosis	1
RAB18	Short nose	1
RAB18	Ventriculomegaly	1
RAB18	Cataract	1
RAB18	Shallow anterior chamber	1
RAB18	Macrotia	1
RAB18	Brachycephaly	1
RAB18	Microphthalmia	1
RAB18	Flexion contracture	1
RAB18	Downturned corners of mouth	1
RAB18	Decreased testicular size	1
RAB18	Low anterior hairline	1
RAB18	Muscular hypotonia of the trunk	1
RAB18	Kyphoscoliosis	1
RAB18	Narrow palate	1
RAB18	Polymicrogyria	1
ABCB1	Inflammation of the large intestine	1
BEST1	Visual impairment	1
BEST1	Macular dystrophy	1
BEST1	Autosomal dominant inheritance	1
BEST1	Visual field defect	1
BEST1	Abnormality of the macula	1
BEST1	Choroideremia	1
BEST1	Cystoid macular degeneration	1
BEST1	Abnormality of color vision	1
BEST1	Abnormal electroretinogram	1
BEST1	Reduced visual acuity	1
FGF9	Metatarsal synostosis	1
FGF9	Cubitus valgus	1
FGF9	Autosomal dominant inheritance	1
FGF9	Humeroradial synostosis	1
FGF9	Metacarpal synostosis	1
PDHX	Pectus excavatum	1
PDHX	Optic atrophy	1
PDHX	High palate	1
PDHX	Microcephaly	1
PDHX	Global developmental delay	1
PDHX	Epicanthus	1
PDHX	Abnormality of eye movement	1
PDHX	Subependymal cysts	1
PDHX	Congenital onset	1
PDHX	Hyperalaninemia	1
PDHX	Neonatal hypotonia	1
PDHX	Poor gross motor coordination	1
PDHX	Seizures	1
PDHX	Poor fine motor coordination	1
PDHX	Metabolic acidosis	1
PDHX	Trigonocephaly	1
PDHX	Decreased activity of the pyruvate dehydrogenase (PDH) complex	1
PDHX	Spastic tetraplegia	1
PDHX	Spastic paraplegia	1
PDHX	Variable expressivity	1
PDHX	Autosomal recessive inheritance	1
PDHX	Ataxia	1
PDHX	Intellectual disability	1
PDHX	Partial agenesis of the corpus callosum	1
PDHX	Dystonia	1
PDHX	Increased serum pyruvate	1
PDHX	Unsteady gait	1
PDHX	Lactic acidosis	1
PDHX	Hypertelorism	1
WNT10A	Autosomal dominant inheritance	1
WNT10A	Peg-shaped maxillary lateral incisors	1
CRYAB	Rapidly progressive	1
CRYAB	Muscular dystrophy	1
CRYAB	Autosomal recessive inheritance	1
CRYAB	Respiratory failure	1
CRYAB	Rigidity	1
CRYAB	Flexion contracture	1
CRYAB	Weak cry	1
CRYAB	Elevated serum creatine phosphokinase	1
CRYAB	Apnea	1
FAM111A	Short philtrum	1
FAM111A	Aplasia/Hypoplasia affecting the eye	1
FAM111A	Decreased skull ossification	1
FAM111A	Cryptorchidism	1
FAM111A	Abnormality of the fingernails	1
FAM111A	Hypoplasia of penis	1
FAM111A	Cleft palate	1
FAM111A	Abnormality of the ribs	1
FAM111A	Muscular hypotonia	1
FAM111A	Upslanted palpebral fissure	1
FAM111A	Abnormality of pelvic girdle bone morphology	1
FAM111A	Hypocalcemia	1
FAM111A	Slender long bone	1
FAM111A	Renal hypoplasia/aplasia	1
FAM111A	Hepatomegaly	1
FAM111A	Oligohydramnios	1
FAM111A	Microcornea	1
FAM111A	Abnormality of the metaphyses	1
FAM111A	Tented upper lip vermilion	1
FAM111A	Abnormality of the clavicle	1
FAM111A	Failure to thrive	1
FAM111A	Short stature	1
FAM111A	Hypoplastic spleen	1
FAM111A	Hypertelorism	1
FAM111A	Hypotelorism	1
FAM111A	Abnormality of the spleen	1
FAM111A	Aplasia/Hypoplasia involving the nose	1
FAM111A	Recurrent fractures	1
FAM111A	Autosomal dominant inheritance	1
FAM111A	Brachydactyly syndrome	1
FAM111A	Malar flattening	1
FAM111A	Platyspondyly	1
FAM111A	Micromelia	1
FAM111A	Abnormality of bone mineral density	1
FAM111A	Short distal phalanx of finger	1
FAM111A	Displacement of the external urethral meatus	1
FAM111A	Global developmental delay	1
FAM111A	Intrauterine growth retardation	1
FAM111A	Prominent forehead	1
FAM111A	Abnormality of the helix	1
FAM111A	Aplasia/Hypoplasia of the eyebrow	1
FAM111A	Short toe	1
FAM111A	Seizures	1
FAM111A	Skeletal dysplasia	1
FAM111A	Wide nasal bridge	1
FAM111A	Cataract	1
FAM111A	Respiratory insufficiency	1
FAM111A	Rocker bottom foot	1
FAM111A	Micropenis	1
FAM111A	Enlarged thorax	1
FAM111A	Ascites	1
FAM111A	Depressed nasal bridge	1
FAM111A	Microphthalmia	1
FAM111A	Asplenia	1
FAM111A	Flared metaphysis	1
FAM111A	Short nose	1
FAM111A	Bowing of the long bones	1
FAM111A	Tapered finger	1
FAM111A	Abnormality of neuronal migration	1
FAM111A	Aplasia/Hypoplasia of the thymus	1
FAM111A	Ankyloglossia	1
FAM111A	Iris coloboma	1
FAM111A	Hydrocephalus	1
FAM111A	Abnormality of the fontanelles or cranial sutures	1
FAM111A	Frontal bossing	1
FAM111A	Cloverleaf skull	1
FAM111A	Blepharophimosis	1
FAM111A	Blue sclerae	1
FAM111A	Anteverted nares	1
FAM111A	Abnormality of the metacarpal bones	1
FAM111A	Low-set, posteriorly rotated ears	1
FAM111A	Aniridia	1
FAM111A	Aplasia/Hypoplasia of the lungs	1
FAM111A	Narrow mouth	1
ALDH6A1	Abnormal facial shape	1
ALDH6A1	Microcephaly	1
ALDH6A1	Global developmental delay	1
ALDH6A1	Metabolic acidosis	1
OTX2	Ectopic posterior pituitary	1
OTX2	Autosomal dominant inheritance	1
OTX2	Short stature	1
LMOD3	Bulbar palsy	1
LMOD3	Arthrogryposis multiplex congenita	1
LMOD3	Ophthalmoplegia	1
LMOD3	Decreased fetal movement	1
LMOD3	Facial palsy	1
LMOD3	Severe muscular hypotonia	1
LMOD3	Polyhydramnios	1
LMOD3	Premature birth	1
LMOD3	Respiratory insufficiency due to muscle weakness	1
LMOD3	Skeletal muscle atrophy	1
GBA	Leukopenia	1
GBA	Bone marrow hypocellularity	1
GBA	Hepatomegaly	1
GBA	Incoordination	1
GBA	Ophthalmoparesis	1
GBA	Abnormality of the myocardium	1
GBA	Ataxia	1
GBA	Neurological speech impairment	1
GBA	Pancytopenia	1
GBA	Depression	1
GBA	Progressive neurologic deterioration	1
GBA	Hematuria	1
GBA	Myoclonus	1
GBA	Bone pain	1
GBA	Osteolysis	1
GBA	Anemia	1
GBA	Dementia	1
GBA	Increased antibody level in blood	1
GBA	Motor delay	1
GBA	Pulmonary hypertension	1
GBA	Proteinuria	1
GBA	Thrombocytopenia	1
GBA	Developmental regression	1
GBA	Aseptic necrosis	1
GBA	Strabismus	1
GBA	Phenotypic variability	1
GBA	Splenomegaly	1
GBA	Decreased beta-glucocerebrosidase protein and activity	1
GBA	Autosomal recessive inheritance	1
GBA	Horizontal supranuclear gaze palsy	1
GBA	Spastic paraparesis	1
GBA	Recurrent fractures	1
GBA	Vascular calcification	1
GBA	Generalized myoclonic seizures	1
GBA	Seizures	1
GBA	Hydrops fetalis	1
GBA	Delayed skeletal maturation	1
GBA	Adult onset	1
GBA	Abnormality of the aortic valve	1
GBA	Decreased body weight	1
GBA	Increased bone mineral density	1
GBA	Hypertonia	1
GBA	Abnormality of the pericardium	1
GBA	Gait disturbance	1
GBA	Recurrent respiratory infections	1
GBA	Restrictive lung disease	1
GBA	Short stature	1
TJP2	Intrahepatic cholestasis	1
TJP2	Hepatic failure	1
TJP2	Portal hypertension	1
COL2A1	Short stature	1
COL2A1	Glaucoma	1
COL2A1	Skeletal dysplasia	1
COL2A1	Limited hip movement	1
COL2A1	Respiratory distress	1
COL2A1	Myopia	1
COL2A1	Spondyloepiphyseal dysplasia	1
COL2A1	Cataract	1
COL2A1	Delayed calcaneal ossification	1
COL2A1	Muscular hypotonia	1
COL2A1	Malar flattening	1
COL2A1	Broad forehead	1
COL2A1	Cleft palate	1
COL2A1	Micromelia	1
COL2A1	Limited elbow movement	1
COL2A1	Hypoplasia of the odontoid process	1
COL2A1	Limitation of knee mobility	1
COL2A1	Platyspondyly	1
COL2A1	Barrel-shaped chest	1
COL2A1	Coxa vara	1
COL2A1	Talipes	1
COL2A1	Hip dislocation	1
COL2A1	Pectus carinatum	1
COL2A1	Delayed pubic bone ossification	1
COL2A1	Talipes equinovarus	1
COL2A1	Scoliosis	1
COL2A1	Hyperlordosis	1
COL2A1	Flat face	1
COL2A1	Hearing impairment	1
COL2A1	Cervical myelopathy	1
COL2A1	Abnormal form of the vertebral bodies	1
COL2A1	Retinal detachment	1
COL2A1	Flattened epiphysis	1
COL2A1	Osteoarthritis	1
COL2A1	Short thorax	1
COL2A1	Short neck	1
COL2A1	Kyphosis	1
COL2A1	Restrictive lung disease	1
COL2A1	Ovoid vertebral bodies	1
COL2A1	Abnormality of epiphysis morphology	1
COL2A1	Nystagmus	1
COL2A1	Narrow chest	1
COL2A1	Hypertelorism	1
COL2A1	Waddling gait	1
COL2A1	Neonatal short-trunk short stature	1
COL2A1	Vitreoretinal degeneration	1
COL2A1	Autosomal dominant inheritance	1
COL2A1	Lumbar hyperlordosis	1
GJB2	Hyperkeratosis	1
GJB2	Corneal ulceration	1
GJB2	Squamous cell carcinoma	1
GJB2	Hypohidrosis	1
GJB2	Recurrent bacterial skin infections	1
GJB2	Ichthyosis	1
GJB2	Autosomal dominant inheritance	1
GJB2	Trichiasis	1
GJB2	Keratoconjunctivitis sicca	1
GJB2	Abnormality of corneal stroma	1
GJB2	Furrowed tongue	1
GJB2	Sensorineural hearing impairment	1
GJB2	Corneal scarring	1
GJB2	Sparse eyelashes	1
GJB2	Sparse eyebrow	1
GJB2	Recurrent corneal erosions	1
GJB2	Photophobia	1
GJB2	Blindness	1
GJB2	Oral leukoplakia	1
GJB2	Knee flexion contracture	1
GJB2	Pes cavus	1
GJB2	Nail dysplasia	1
GJB2	Elbow flexion contracture	1
GJB2	Nail dystrophy	1
GORAB	Pes planus	1
GORAB	Hypoplasia of the maxilla	1
GORAB	Delayed speech and language development	1
GORAB	Hyperextensible skin	1
GORAB	Femoral bowing	1
GORAB	Biconcave vertebral bodies	1
GORAB	Hyperextensibility of the finger joints	1
GORAB	Mandibular prognathia	1
GORAB	Intellectual disability	1
GORAB	Cutis laxa	1
GORAB	Abnormality of the hip bone	1
GORAB	Short stature	1
GORAB	Reduced bone mineral density	1
GORAB	Osteoporosis	1
GORAB	Abnormality of epiphysis morphology	1
GORAB	Microcornea	1
GORAB	Vertebral compression fractures	1
GORAB	Autosomal recessive inheritance	1
GORAB	Prematurely aged appearance	1
GORAB	Talipes	1
GORAB	Microcephaly	1
GORAB	Joint hypermobility	1
GORAB	Scoliosis	1
GORAB	Cognitive impairment	1
GORAB	Platyspondyly	1
GORAB	Periodontitis	1
GORAB	Hernia	1
GORAB	Osteopenia	1
GORAB	Severe short stature	1
GORAB	Recurrent fractures	1
GORAB	Camptodactyly	1
GORAB	Pectus carinatum	1
GORAB	Hypoplasia of the zygomatic bone	1
GORAB	Tibial bowing	1
GORAB	Wormian bones	1
GORAB	Thin skin	1
GORAB	Beaking of vertebral bodies	1
GORAB	Muscular hypotonia	1
GORAB	Deeply set eye	1
GORAB	Malar flattening	1
GNRH1	Anosmia	1
GNRH1	Delayed puberty	1
GNRH1	Decreased testicular size	1
GNRH1	Micropenis	1
GNRH1	Primary amenorrhea	1
GNRH1	Autosomal dominant inheritance	1
GNRH1	Hypogonadotrophic hypogonadism	1
GNRH1	Cryptorchidism	1
CDC73	Autosomal dominant inheritance	1
CDC73	Hypercalcemia	1
CDC73	Primary hyperparathyroidism	1
KCNC3	Morphological abnormality of the pyramidal tract	1
KCNC3	Abnormal pyramidal signs	1
KCNC3	Dysarthria	1
KCNC3	Motor delay	1
KCNC3	Progressive cerebellar ataxia	1
KCNC3	Intellectual disability	1
KCNC3	Slow progression	1
KCNC3	Cerebellar atrophy	1
KCNC3	Nystagmus	1
KCNC3	Limb ataxia	1
KCNC3	Gait ataxia	1
KCNC3	Autosomal dominant inheritance	1
KCNC3	Muscular hypotonia	1
KCNC3	Limb dysmetria	1
KCNC3	Hyperreflexia	1
HCCS	Atria septal defect	1
HCCS	Sclerocornea	1
HCCS	Intellectual disability, progressive	1
HCCS	Hydrocephalus	1
HCCS	Iris coloboma	1
HCCS	Micropenis	1
HCCS	Clitoral hypertrophy	1
HCCS	Ovotestis	1
HCCS	Arrhythmia	1
HCCS	Overriding aorta	1
HCCS	Chordee	1
HCCS	Seizures	1
HCCS	Congenital diaphragmatic hernia	1
HCCS	X-linked dominant inheritance	1
HCCS	Short stature	1
HCCS	Agenesis of corpus callosum	1
HCCS	Hypospadias	1
HCCS	Microcephaly	1
HCCS	Anteriorly placed anus	1
HCCS	Hypoplasia of the uterus	1
HCCS	Abnormality of metabolism/homeostasis	1
HCCS	Ventricular septal defect	1
HCCS	Colpocephaly	1
HCCS	Pigmentary retinopathy	1
HCCS	Hearing impairment	1
HCCS	Cataract	1
HCCS	Oncocytic cardiomyopathy	1
HCCS	Anal atresia	1
HCCS	Microphthalmia	1
HCCS	Absent septum pellucidum	1
HCCS	Asymmetric, linear skin defects	1
BMPR1B	Tarsal synostosis	1
BMPR1B	Short finger	1
BMPR1B	Radial deviation of finger	1
BMPR1B	Hypoplasia of the uterus	1
BMPR1B	Disproportionate short-limb short stature	1
BMPR1B	Aplasia/Hypoplasia involving the metacarpal bones	1
BMPR1B	Fibular aplasia	1
BMPR1B	Primary amenorrhea	1
BMPR1B	Aplasia of the proximal phalanges of the hand	1
BMPR1B	Short phalanx of finger	1
BMPR1B	Hypoplasia of the ulna	1
BMPR1B	Hypergonadotropic hypogonadism	1
BMPR1B	Short toe	1
BMPR1B	Broad foot	1
BMPR1B	Carpal synostosis	1
BMPR1B	Autosomal recessive inheritance	1
BMPR1B	Talipes equinovarus	1
BMPR1B	Short femoral neck	1
BMPR1B	Widened proximal tibial metaphyses	1
BBIP1	Cognitive impairment	1
BBIP1	Cataract	1
BBIP1	Brachydactyly syndrome	1
BBIP1	Obesity	1
BBIP1	Renal insufficiency	1
BBIP1	Rod-cone dystrophy	1
EMD	Elbow flexion contracture	1
EMD	Achilles tendon contracture	1
EMD	X-linked recessive inheritance	1
EMD	Atrioventricular block	1
EMD	Childhood onset	1
EMD	Sudden cardiac death	1
EMD	Pectus excavatum	1
EMD	Decreased cervical spine flexion due to contractures of posterior cervical muscles	1
EMD	Slow progression	1
EMD	Juvenile onset	1
EMD	Abnormality of the neck	1
EMD	Waddling gait	1
EMD	Primary atrial arrhythmia	1
EMD	Elevated serum creatine phosphokinase	1
EMD	Type 1 muscle fiber atrophy	1
ARID1A	Abnormality of the corpus callosum	1
ARID1A	Wide mouth	1
ARID1A	Recurrent infections	1
ARID1A	Coarse facial features	1
ARID1A	Long eyelashes	1
ARID1A	Absent fifth toenail	1
ARID1A	Intellectual disability	1
ARID1A	Feeding difficulties	1
ARID1A	Absent fifth fingernail	1
ARID1A	Thick lower lip vermilion	1
ARID1A	Autosomal dominant inheritance	1
ARID1A	Sparse scalp hair	1
RAB3GAP1	Cerebral atrophy	1
RAB3GAP1	Congenital cataract	1
RAB3GAP1	Microphthalmia	1
RAB3GAP1	Optic atrophy	1
RAB3GAP1	Ptosis	1
RAB3GAP1	Overlapping toe	1
RAB3GAP1	Macrotia	1
RAB3GAP1	Short stature	1
RAB3GAP1	Microcornea	1
RAB3GAP1	Cerebellar hypoplasia	1
RAB3GAP1	Kyphoscoliosis	1
RAB3GAP1	Deeply set eye	1
RAB3GAP1	Microcephaly	1
RAB3GAP1	Intellectual disability	1
RAB3GAP1	Hypoplasia of the corpus callosum	1
RAB3GAP1	Facial hypertrichosis	1
RAB3GAP1	Agenesis of corpus callosum	1
RAB3GAP1	External genital hypoplasia	1
RAB3GAP1	Joint hypermobility	1
RAB3GAP1	Osteoporosis	1
RAB3GAP1	Spastic diplegia	1
RAB3GAP1	Autosomal recessive inheritance	1
RAB3GAP1	Hyperreflexia	1
RAB3GAP1	Micrognathia	1
RAB3GAP1	Cryptorchidism	1
RAB3GAP1	Failure to thrive	1
RAB3GAP1	Muscular hypotonia	1
FOXC1	Abnormal iris vasculature	1
FOXC1	Hypoplastic iris stroma	1
FOXC1	Enlarged cisterna magna	1
FOXC1	Cerebellar vermis hypoplasia	1
FOXC1	Glaucoma	1
FOXC1	Autosomal dominant inheritance	1
ACADS	Muscular hypotonia	1
ACADS	Ethylmalonic aciduria	1
ACADS	Cardiomyopathy	1
ACADS	Episodic metabolic acidosis	1
ACADS	Failure to thrive	1
ACADS	Abnormality of the cerebral white matter	1
ACADS	Facial palsy	1
ACADS	External ophthalmoplegia	1
ACADS	Feeding difficulties in infancy	1
ACADS	Delayed speech and language development	1
ACADS	Neonatal onset	1
ACADS	Lethargy	1
ACADS	Psychosis	1
ACADS	Seizures	1
ACADS	Autosomal recessive inheritance	1
ACADS	Flexion contracture	1
ACADS	Global developmental delay	1
ACADS	Scoliosis	1
ACADS	Myopathy	1
CASQ1	Easy fatigability	1
CASQ1	Hypertrophic cardiomyopathy	1
CASQ1	Muscle cramps	1
CASQ1	Muscle weakness	1
CASQ1	Elevated serum creatine phosphokinase	1
CASQ1	Myalgia	1
GCK	Diabetes mellitus	1
GCK	Intellectual disability	1
GCK	Hypoglycemic seizures	1
GCK	Autosomal dominant inheritance	1
GCK	Hyperinsulinemic hypoglycemia	1
GCK	Hypoglycemic coma	1
GP1BA	Autosomal dominant inheritance	1
GP1BA	Prolonged bleeding time	1
GP1BA	Intermittent thrombocytopenia	1
GATA6	Pulmonary hypertension	1
GATA6	Secundum atrial septal defect	1
GATA6	Autosomal dominant inheritance	1
SPARC	Motor delay	1
SPARC	Decreased muscle mass	1
SPARC	Muscle weakness	1
SPARC	Osteoporosis	1
SPARC	Muscular hypotonia	1
SPARC	Scoliosis	1
SPARC	Delayed speech and language development	1
SPARC	Soft skin	1
SPARC	Vertebral compression fractures	1
SPARC	Short stature	1
SPARC	Thin metacarpal cortices	1
COL17A1	Autosomal dominant inheritance	1
COL17A1	Corneal erosion	1
COL4A2	Porencephaly	1
COL4A2	Intracranial hemorrhage	1
COL4A2	Hemiplegia	1
COL4A2	Spasticity	1
COL4A2	Seizures	1
COL4A2	Ventriculomegaly	1
COL4A2	Variable expressivity	1
COL4A2	Incomplete penetrance	1
COL4A2	Global developmental delay	1
COL4A2	Autosomal dominant inheritance	1
KRT12	Nonprogressive	1
KRT12	Autosomal dominant inheritance	1
KRT12	Corneal dystrophy	1
KRT12	Punctate opacification of the cornea	1
KRT3	Nonprogressive	1
KRT3	Autosomal dominant inheritance	1
KRT3	Corneal dystrophy	1
KRT3	Punctate opacification of the cornea	1
PSEN1	Perifolliculitis	1
PSEN1	Recurrent cutaneous abscess formation	1
PSEN1	Acne inversa	1
PSEN1	Chronic furunculosis	1
SERPINB6	Progressive hearing impairment	1
SERPINB6	Autosomal recessive inheritance	1
SLC34A3	Bone pain	1
SLC34A3	Fibular bowing	1
SLC34A3	Autosomal recessive inheritance	1
SLC34A3	Failure to thrive	1
SLC34A3	Tibial bowing	1
SLC34A3	Thin bony cortex	1
SLC34A3	Enlargement of the ankles	1
SLC34A3	Bowing of the legs	1
SLC34A3	Muscle weakness	1
SLC34A3	Elevated alkaline phosphatase	1
SLC34A3	Delayed epiphyseal ossification	1
SLC34A3	Increased serum 1,25-dihydroxyvitamin D3	1
SLC34A3	Deformed rib cage	1
SLC34A3	Infantile onset	1
SLC34A3	Short stature	1
SLC34A3	Muscular hypotonia	1
SLC34A3	Recurrent fractures	1
SLC34A3	Calcium nephrolithiasis	1
SLC34A3	Widely patent fontanelles and sutures	1
SLC34A3	Renal phosphate wasting	1
SLC34A3	Hypophosphatemia	1
SLC34A3	Flat occiput	1
SLC34A3	Enlargement of the wrists	1
SLC34A3	Abnormality of the abdomen	1
SLC34A3	Metaphyseal irregularity	1
SLC34A3	Difficulty standing	1
SLC34A3	Enlargement of the costochondral junction	1
SLC34A3	Sparse bone trabeculae	1
SLC34A3	Hypophosphatemic rickets	1
SLC34A3	Difficulty walking	1
SLC34A3	Bulging of the costochondral junction	1
SLC34A3	Femoral bowing	1
SLC34A3	Rickets	1
SLC34A3	Hypercalciuria	1
SLC34A3	Frontal bossing	1
SLC34A3	Bulging epiphyses	1
SLC34A3	Renal tubular dysfunction	1
GPHN	Hypertonia	1
GPHN	Molybdenum cofactor deficiency	1
GPHN	Generalized tonic-clonic seizures	1
GPHN	Poor head control	1
GPHN	Hyperreflexia	1
GPHN	Spontaneous abortion	1
GPHN	Muscular hypotonia of the trunk	1
GPHN	Feeding difficulties	1
GPHN	Poor eye contact	1
GPHN	Polymicrogyria	1
AGRN	Facial palsy	1
AGRN	Variable expressivity	1
AGRN	High palate	1
AGRN	Respiratory insufficiency	1
AGRN	Autosomal recessive inheritance	1
AGRN	Narrow chest	1
AGRN	Easy fatigability	1
AGRN	Ptosis	1
IFITM5	Triangular face	1
IFITM5	Blue sclerae	1
IFITM5	Abnormality of metabolism/homeostasis	1
IFITM5	Limited pronation/supination of forearm	1
IFITM5	Hyperplastic callus formation	1
IFITM5	Biconcave vertebral bodies	1
IFITM5	Recurrent fractures	1
IFITM5	Short stature	1
IFITM5	Abnormality of pelvic girdle bone morphology	1
IFITM5	Anterior radial head dislocation	1
IFITM5	Platyspondyly	1
IFITM5	Wormian bones	1
IFITM5	Vertebral wedging	1
IFITM5	Dentinogenesis imperfecta	1
IFITM5	Autosomal dominant inheritance	1
IFITM5	Joint hypermobility	1
IFITM5	Osteopenia	1
CDR3	Abnormality of the cerebellum	1
MC2R	Tall stature	1
MC2R	Decreased circulating cortisol level	1
MC2R	Recurrent hypoglycemia	1
MC2R	Increased circulating ACTH level	1
MC2R	Seizures	1
MC2R	Accelerated skeletal maturation	1
MC2R	Hyperpigmentation of the skin	1
MC2R	Coma	1
MC2R	Failure to thrive	1
MC2R	Recurrent infections	1
MC2R	Autosomal recessive inheritance	1
EIF2B4	Lethargy	1
EIF2B4	Spasticity	1
EIF2B4	Unsteady gait	1
EIF2B4	Leukoencephalopathy	1
EIF2B4	Secondary amenorrhea	1
EIF2B4	Cessation of head growth	1
EIF2B4	Macrocephaly	1
EIF2B4	Juvenile onset	1
EIF2B4	Personality changes	1
EIF2B4	Autosomal recessive inheritance	1
EIF2B4	Optic atrophy	1
EIF2B4	Muscular hypotonia	1
EIF2B4	Delusions	1
EIF2B4	Dysarthria	1
EIF2B4	Primary gonadal insufficiency	1
EIF2B4	Developmental regression	1
EIF2B4	Premature ovarian failure	1
EIF2B4	Seizures	1
EIF2B4	Cerebral hypomyelination	1
EIF2B4	Emotional lability	1
EIF2B4	Blindness	1
EIF2B4	CNS demyelination	1
EIF2B4	Decreased serum progesterone	1
EIF2B4	Memory impairment	1
EIF2B3	Lethargy	1
EIF2B3	Spasticity	1
EIF2B3	Unsteady gait	1
EIF2B3	Leukoencephalopathy	1
EIF2B3	Secondary amenorrhea	1
EIF2B3	Cessation of head growth	1
EIF2B3	Macrocephaly	1
EIF2B3	Juvenile onset	1
EIF2B3	Personality changes	1
EIF2B3	Autosomal recessive inheritance	1
EIF2B3	Optic atrophy	1
EIF2B3	Muscular hypotonia	1
EIF2B3	Delusions	1
EIF2B3	Dysarthria	1
EIF2B3	Primary gonadal insufficiency	1
EIF2B3	Developmental regression	1
EIF2B3	Premature ovarian failure	1
EIF2B3	Seizures	1
EIF2B3	Cerebral hypomyelination	1
EIF2B3	Emotional lability	1
EIF2B3	Blindness	1
EIF2B3	CNS demyelination	1
EIF2B3	Decreased serum progesterone	1
EIF2B3	Memory impairment	1
EIF2B2	Lethargy	1
EIF2B2	Spasticity	1
EIF2B2	Unsteady gait	1
EIF2B2	Leukoencephalopathy	1
EIF2B2	Secondary amenorrhea	1
EIF2B2	Cessation of head growth	1
EIF2B2	Macrocephaly	1
EIF2B2	Juvenile onset	1
EIF2B2	Personality changes	1
EIF2B2	Autosomal recessive inheritance	1
EIF2B2	Optic atrophy	1
EIF2B2	Muscular hypotonia	1
EIF2B2	Delusions	1
EIF2B2	Dysarthria	1
EIF2B2	Primary gonadal insufficiency	1
EIF2B2	Developmental regression	1
EIF2B2	Premature ovarian failure	1
EIF2B2	Seizures	1
EIF2B2	Cerebral hypomyelination	1
EIF2B2	Emotional lability	1
EIF2B2	Blindness	1
EIF2B2	CNS demyelination	1
EIF2B2	Decreased serum progesterone	1
EIF2B2	Memory impairment	1
EIF2B5	Lethargy	1
EIF2B5	Spasticity	1
EIF2B5	Unsteady gait	1
EIF2B5	Leukoencephalopathy	1
EIF2B5	Secondary amenorrhea	1
EIF2B5	Cessation of head growth	1
EIF2B5	Macrocephaly	1
EIF2B5	Juvenile onset	1
EIF2B5	Personality changes	1
EIF2B5	Autosomal recessive inheritance	1
EIF2B5	Optic atrophy	1
EIF2B5	Muscular hypotonia	1
EIF2B5	Delusions	1
EIF2B5	Dysarthria	1
EIF2B5	Primary gonadal insufficiency	1
EIF2B5	Developmental regression	1
EIF2B5	Premature ovarian failure	1
EIF2B5	Seizures	1
EIF2B5	Cerebral hypomyelination	1
EIF2B5	Emotional lability	1
EIF2B5	Blindness	1
EIF2B5	CNS demyelination	1
EIF2B5	Decreased serum progesterone	1
EIF2B5	Memory impairment	1
EIF2B1	Lethargy	1
EIF2B1	Spasticity	1
EIF2B1	Unsteady gait	1
EIF2B1	Leukoencephalopathy	1
EIF2B1	Secondary amenorrhea	1
EIF2B1	Cessation of head growth	1
EIF2B1	Macrocephaly	1
EIF2B1	Juvenile onset	1
EIF2B1	Personality changes	1
EIF2B1	Autosomal recessive inheritance	1
EIF2B1	Optic atrophy	1
EIF2B1	Muscular hypotonia	1
EIF2B1	Delusions	1
EIF2B1	Dysarthria	1
EIF2B1	Primary gonadal insufficiency	1
EIF2B1	Developmental regression	1
